	iata	icao	latitude	longitude	pm10
4653	CGT		20.5055	-12.3978	706.93
4654	FGD	GQPF	22.667	-12.733	179.12
4655	AJJ	GQNJ	19.733	-14.3832	407.15
4656	TMD	GQNH	16.233	-8.167	344.81
4657	BGH	GQNE	16.6333	-14.2	621.57
4658	SEY	GQNS	15.1797	-12.2073	641.47
4659	NDB	GQPP	20.9331	-17.03	411.1
4660	MNI	TRPG	16.7914	-62.1933	7.39
4661	MLA	LMML	35.8575	14.4775	11.01
4662	RRG	FIMR	-19.7577	63.361	3.73
4663	MRU	FIMP	-20.4302	57.6836	4.62
4664	NMF		5.82222	73.4747	23.69
4665	TMF	VRNT	2.211	73.1533	3.17
4666	KDO	VRMK	1.85917	73.5219	2.33
4667	FVM	VRMF	-0.309722	73.435	0.59
4668	DRV	VRMD	5.1561	73.1302	11.34
4669	MLE	VRMM	4.19183	73.5291	4.31
4670	FND		6.16111	73.2872	15.36
4671	IFU	VREI	5.7083	73.025	28.54
4672	KDM	VRMT	0.488131	72.9969	0.62
4673	VAM	VRMV	3.47056	72.8358	4.57
4674	GAN	VRMG	-0.693342	73.1556	0.62
4675	GKK	VRMO	0.7324	73.4336	0.81
4676	HAQ	VRMH	6.74423	73.1705	11.1
4677	VUU		-14.8386	35.3014	1.14
4678	KGJ	FWKA	-9.95357	33.893	0.98
4679	BLZ	FWCL	-15.6791	34.974	2.49
4680	LLW	FWKI	-13.7894	33.781	1.81
4681	KBQ	FWKG	-13.0146	33.4686	0.57
4682	MYZ	FWMY	-14.0836	34.9197	0.61
4683	DWA	FWDW	-12.5183	34.1319	0.56
4684	MAI	FWMG	-14.483	35.267	0.71
4685	CMK	FWCM	-14.3069	35.1325	0.71
4686	LMB	FWSM	-13.7559	34.5842	0.63
4687	ZZU	FWUU	-11.4447	34.0118	0.77
4688	LIX	FWLK	-12.0758	34.7372	0.59
4689	CEH	FWCD	-10.55	33.8	0.55
4690	CLQ	MMIA	19.277	-103.577	52.56
4691	CJT	MMCO	16.1767	-92.0506	4.02
4692	CJS	MMCS	31.6361	-106.429	80.63
4693	PCM		20.6225	-87.0822	13.08
4694	TIJ	MMTJ	32.5411	-116.97	11.22
4695	PCO	MMPL	23.575	-109.536	11.5
4696	MLM	MMMM	19.8499	-101.025	33.68
4697	OAX	MMOX	16.9999	-96.7266	10.71
4698	TGZ	MMTG	16.5636	-93.0225	5.3
4699	SFH	MMSF	30.9302	-114.809	20.08
4700	QRO	MMQT	20.6173	-100.186	21.08
4701	SLP	MMSP	22.2543	-100.931	17.77
4702	PCV		27.0692	-111.962	5.3
4703	HMO	MMHO	29.0959	-111.048	20.01
4704	GDL	MMGL	20.5218	-103.311	94.49
4705	ACA	MMAA	16.7571	-99.754	19.71
4706	SGM		27.2966	-112.938	5.02
4707	ACN	MMCC	29.3329	-101.099	10.4
4708	TCN	MMHC	18.4972	-97.4199	16.84
4709	CEN	MMCN	27.3926	-109.833	48.5
4710	ISJ	MMIM	21.245	-86.74	11.68
4711	MTT	MMMT	18.1034	-94.5807	5.47
4712	TAP	MMTP	14.7943	-92.37	28.0
4713	MTY	MMMY	25.7785	-100.107	69.46
4714	LTO	MMLT	25.9892	-111.348	16.44
4715	MUG	MMMG	26.9053	-111.971	9.33
4716	SLW	MMIO	25.5495	-100.929	8.86
4717	PDS	MMPG	28.6274	-100.535	9.46
4718	SCX	MMSZ	16.2126	-95.2016	4.51
4719	PPE	MMPE	31.352	-113.305	33.15
4720	VSA	MMVA	17.997	-92.8174	9.26
4721	MXL	MMML	32.6306	-115.242	15.0
4722	VIB		25.0552	-111.687	20.4
4723	BHL		28.9786	-113.561	2.58
4724	TAM	MMTM	22.2964	-97.8659	11.55
4725	PQM	MMPQ	17.5332	-92.0155	6.46
4726	LOV	MMMV	26.9557	-101.47	16.53
4727	VER	MMVR	19.1459	-96.1873	9.82
4728	GUB	MMGR	28.0261	-114.024	1.55
4729	SJD	MMSD	23.1518	-109.721	7.87
4730	LOM		21.2581	-101.944	24.05
4731	MZT	MMMZ	23.1614	-106.266	23.19
4732	XAL		27.0357	-108.948	8.49
4733	ZMM	MMZM	20.045	-102.276	29.95
4734	UPN	MMPN	19.3967	-102.039	15.47
4735	ZLO	MMZO	19.1448	-104.559	67.41
4736	AGU	MMAS	21.7056	-102.318	24.58
4737	GYM	MMGM	27.969	-110.925	25.04
4738	LMM	MMLM	25.6852	-109.081	28.36
4739	REX	MMRX	26.0089	-98.2285	9.82
4740	AZG		19.0934	-102.394	17.61
4741	ZIH	MMZH	17.6016	-101.461	13.74
4742	NCG	MMCG	30.3974	-107.875	4.04
4743	DGO	MMDO	24.1242	-104.528	10.94
4744	LZC	MMLC	18.0017	-102.221	29.43
4745	AZP	MMJC	19.5748	-99.2888	79.96
4746	ESE	MMES	31.7953	-116.603	2.54
4747	CZM	MMCZ	20.5224	-86.9256	9.41
4748	UAC		32.4453	-114.798	54.2
4749	AJS	MX86	26.7272	-113.559	11.3
4750	TZM		21.1557	-88.1729	12.61
4751	SNQ		30.5288	-115.946	6.09
4752	LAP	MMLP	24.0727	-110.362	21.9
4753	CZA	MMCT	20.6413	-88.4462	7.34
4754	TUY		20.2273	-87.4382	7.33
4755	BJX	MMLO	20.9935	-101.481	21.54
4756	ZCL	MMZC	22.8971	-102.687	9.36
4757	CYW	MMCY	20.546	-100.887	21.18
4758	PAZ	MMPA	20.6027	-97.4608	16.15
4759	SRL		27.0927	-112.099	3.8
4760	PBC	MMPB	19.1581	-98.3714	50.66
4761	NLD	MMNL	27.4439	-99.5705	8.53
4762	HUX	MMBT	15.7753	-96.2626	3.68
4763	NLU	MMSM	19.7553	-99.0164	57.86
4764	TSL	MMTN	22.0383	-98.8065	21.5
4765	CVM	MMCV	23.7033	-98.9565	15.78
4766	CVJ	MMCB	18.8348	-99.2613	143.81
4767	CUU	MMCU	28.7029	-105.965	24.29
4768	CUN	MMUN	21.0365	-86.8771	12.56
4769	MAM	MMMA	25.7699	-97.5253	8.58
4770	NOG	MMNG	31.2261	-110.976	2.69
4771	TRC	MMTC	25.5683	-103.411	49.53
4772	CUL	MMCL	24.7645	-107.475	30.67
4773	CUA		25.0538	-111.615	20.4
4774	CTM	MMCM	18.5047	-88.3268	8.01
4775	TPQ	MMEP	21.4195	-104.843	35.67
4776	MEX	MMMX	19.4363	-99.0721	116.15
4777	JAL	MMJA	19.4751	-96.7975	31.43
4778	PVR	MMPR	20.6801	-105.254	26.74
4779	CPE	MMCP	19.8168	-90.5003	9.57
4780	IZT	MMIT	16.4493	-95.0937	4.66
4781	NTR	MMAN	25.8656	-100.237	22.78
4782	MID	MMMD	20.937	-89.6577	14.48
4783	CNA	MMCA	31.0662	-110.098	3.73
4784	TLC	MMTO	19.3371	-99.566	85.17
4785	PXM	MMPS	15.8769	-97.0891	3.72
4786	MMC	MMDM	22.7432	-99.0174	20.57
4787	CME	MMCE	18.6537	-91.799	8.19
4788	PEN	WMKP	5.29714	100.277	73.05
4789	LSM	WBGD	4.217	115.6	0.67
4790	SMM	WBKA	4.45	118.583	1.43
4791	ODN	WBGI	3.967	115.05	0.59
4792	LBU	WBKL	5.30068	115.25	2.1
4793	ZJT		1.58333	110.483	5.63
4794	SZB	WMSA	3.13058	101.549	37.4
4795	BTU	WBGB	3.12385	113.02	1.95
4796	MZV	WBMU	4.04833	114.805	0.61
4797	MKM	WBGK	2.90639	112.08	0.86
4798	TGC	WBTM	2.17784	111.202	1.19
4799	AOR	WMKA	6.18967	100.398	8.74
4800	BSE	WBGN	1.81361	109.763	1.77
4801	ZLW		5.95	102.083	17.52
4802	TPG	WMBI	4.867	100.717	35.01
4803	MEP	WMAU	2.383	103.867	5.0
4804	KUL	WMKK	2.74558	101.71	115.2
4805	KTE	WMKE	4.53722	103.427	5.63
4806	TWU	WBKW	4.32016	118.128	3.79
4807	MKZ	WMKM	2.26336	102.252	7.87
4808	IPH	WMKI	4.56797	101.092	38.49
4809	LBP		3.202	115.402	0.54
4810	GSA	WBKN	4.4	115.717	1.07
4811	LAC		7.37157	113.844	0.75
4812	BBN	WBGZ	3.73389	115.479	0.53
4813	TGG	WMKN	5.38264	103.103	11.75
4814	BWH	WMKB	5.46592	100.391	6.81
4815	SDK	WBKS	5.9009	118.059	2.02
4816	RDN	WMPR	5.76528	103.007	8.39
4817	SXT	WMAN	4.33028	102.395	1.76
4818	LWY	WBGW	4.84917	115.408	2.04
4819	SWY	WMBA	4.2222	100.699	49.37
4820	LDU	WBKD	5.03225	118.324	4.1
4821	TMG	WBKM	5.40257	118.658	1.91
4822	KBR	WMKC	6.16685	102.293	19.59
4823	LSU	WBGU	4.55222	115.494	2.25
4824	MYY	WBGR	4.32201	113.987	2.74
4825	KCH	WBGG	1.4847	110.347	2.8
4826	SPT		5.08333	115.55	1.86
4827	TOD	WMBT	2.81818	104.16	8.93
4828	RNU	WBKR	5.95	116.667	6.18
4829	LGL	WBGF	3.421	115.154	0.58
4830	JHB	WMKJ	1.64131	103.67	9.46
4831	SPE	WBKO	4.733	116.467	1.77
4832	LGK	WMKL	6.32973	99.7287	9.67
4833	KPI	WBGP	2.01052	112.931	0.57
4834	BLG	WBGC	2.65	113.767	0.78
4835	LKH	WBGL	3.3	114.783	0.64
4836	LMN	WBGJ	4.8083	115.01	3.11
4837	PKG	WMPA	4.24472	100.553	30.34
4838	BKM	WBGQ	3.974	115.618	0.64
4839	PAY	WBKP	5.9993	117.4	1.71
4840	BKI	WBKK	5.93721	116.051	1.27
4841	KUA	WMKD	3.77539	103.209	5.83
4842	SBW	WBGS	2.2616	111.985	3.27
4843	KGU	WBKG	5.35749	116.162	3.43
4844	MUR	WBGM	4.17898	114.329	3.55
4845	SXS	WBKH	5.08778	119.094	2.63
4846	KUD	WBKT	6.9225	116.836	1.06
4847	TEL	WBKE	5.62861	117.126	1.78
4848	SGG	WBGY	1.20872	111.453	2.74
4849	PDD	FQPO	-26.8286	32.8377	6.97
4850	RRM		-18.2929	35.9345	13.64
4851	MMW		-16.75	39.2167	19.9
4852	INE		-18.59	36.4489	19.74
4853	MJS		-17.3087	37.5	17.13
4854	AME		-15.6103	37.6814	1.55
4855	NTC		-21.615	35.338	7.18
4856	UEL	FQQL	-17.8555	36.8691	20.7
4857	NND		-11.073	39.68	0.93
4858	IBL		-21.708	35.4528	7.93
4859	FXO	FQCB	-14.815	36.53	0.69
4860	IMG		-18.41	35.0045	8.21
4861	VPY	FQCH	-19.1513	33.429	2.71
4862	APL	FQNP	-15.1056	39.2818	2.55
4863	LMZ		-10.7506	40.4702	5.11
4864	MTU		-13.1219	39.0528	0.61
4865	VNX	FQVL	-22.0184	35.3133	6.95
4866	MFW		-21.9672	35.4247	7.54
4867	VXC	FQLC	-13.274	35.2663	0.77
4868	TGS		-24.5206	32.9653	2.27
4869	LBM		-18.4139	36.1068	18.04
4870	PEB		-17.267	38.167	20.53
4871	MZB	FQMP	-11.3618	40.3549	0.89
4872	POL	FQPB	-12.9918	40.524	1.97
4873	BCW		-21.8533	35.4383	7.54
4874	INH	FQIN	-23.8764	35.4085	4.23
4875	BZB		-21.5411	35.4729	8.36
4876	MUD	FQMD	-11.6729	39.5631	1.85
4877	DGK		-22.1342	35.4436	7.02
4878	VJB	FQXA	-25.0378	33.6274	5.68
4879	IBO	FQIB	-12.3502	40.6023	2.8
4880	LFB	FQLU	-15.0331	40.6717	2.84
4881	VJQ		-15.5062	36.9904	0.74
4882	BEW	FQBR	-19.7964	34.9076	15.28
4883	MNC	FQNC	-14.4882	40.7122	2.08
4884	IHC	FQIA	-25.9971	32.9294	17.3
4885	TET	FQTT	-16.1048	33.6402	0.79
4886	CMZ		-17.8331	35.3341	9.15
4887	MPM	FQMA	-25.9208	32.5726	17.5
4888	ANO	FQAG	-16.1819	39.9452	14.09
4889	BJN		-17.1833	37.95	17.05
4890	OGV	FYNG	-22.1833	18.5333	2.07
4891	WVB	FYWB	-22.9799	14.6453	41.96
4892	TCY	FYTE	-19.9713	13.0249	32.1
4893	AIW	FYAA	-27.995	17.5966	17.77
4894	SZM	FYSS	-24.5128	15.7467	86.04
4895	OND	FYOA	-17.8782	15.9526	9.75
4896	OKU	FYMO	-18.8128	17.0594	0.51
4897	KAS	FYKB	-28.0297	18.7385	21.01
4898	MQG	FYMG	-22.0106	17.37	4.0
4899	NNI	FYNA	-18.8064	16.9272	1.24
4900	RHN	FYSA	-27.8764	16.6478	76.68
4901	WDH	FYWH	-22.4799	17.4709	7.64
4902	OMD	FYOG	-28.5847	16.4467	53.67
4903	BQI		-18.1181	21.6244	0.52
4904	HAL	FYHI	-19.0285	16.4585	2.0
4905	GOG	FYGB	-22.5044	18.9731	2.58
4906	MJO	FYME	-21.0233	16.4528	2.67
4907	OPW	FYOP	-18.0614	13.8505	8.64
4908	ERS	FYWE	-22.6122	17.0804	16.81
4909	OHI	FYOS	-17.797	15.6993	11.52
4910	OMG	FYOE	-18.0303	22.1897	0.51
4911	KMP	FYKT	-26.5398	18.1114	24.32
4912	ADI	FYAR	-22.4622	14.98	76.76
4913	OKF	FYOO	-19.1492	15.9119	3.62
4914	OTJ	FYOW	-20.4347	16.6608	1.56
4915	SWP	FYSM	-22.6619	14.5681	23.06
4916	LHU	FYLS	-18.1167	23.3933	0.54
4917	TSB	FYTM	-19.2619	17.7325	0.5
4918	GFY	FYGF	-19.6022	18.1227	0.54
4919	LUD	FYLZ	-26.6874	15.2429	118.2
4920	NDU	FYRU	-17.9565	19.7194	0.52
4921	MPA	FYKM	-17.6344	24.1767	0.57
4922	PDC	NWWQ	-21.3164	164.999	8.8
4923	BMY	NWWC	-19.7206	163.661	8.56
4924	KNQ	NWWD	-21.0543	164.837	6.44
4925	ILP	NWWE	-22.5889	167.456	5.71
4926	KOC	NWWK	-20.5463	164.256	8.43
4927	PUV	NWWP	-20.2892	164.099	9.93
4928	TOU	NWWU	-20.79	165.259	4.17
4929	TGJ	NWWA	-21.0961	167.804	10.53
4930	GEA	NWWM	-22.2583	166.473	11.07
4931	NOU	NWWW	-22.0146	166.213	9.54
4932	MEE	NWWR	-21.4817	168.038	12.41
4933	UVE	NWWV	-20.6406	166.573	7.49
4934	LIF	NWWL	-20.7748	167.24	2.28
4935	ZND	DRZR	13.779	8.98376	329.41
4936	NIM	DRRN	13.4815	2.18361	208.61
4937	AJY	DRZA	16.966	8.00011	442.71
4938	THZ	DRRT	14.8757	5.26536	257.47
4939	MFQ	DRRM	13.5025	7.12675	435.09
4940	RLT	DRZL	18.7904	7.36595	406.63
4941	NLK	YSNF	-29.0416	167.939	6.81
4942	BCU		10.4828	9.744	193.94
4943	QRW	DNSU	5.59611	5.81778	64.29
4944	DKA		13.0078	7.66045	446.41
4945	LOS	DNMM	6.57737	3.32116	133.01
4946	AKR	DNAK	7.24674	5.30101	214.06
4947	QUO	DNAI	4.8725	8.093	62.03
4948	ZAR	DNZA	11.1302	7.68581	241.48
4949	SKO	DNSO	12.9163	5.20719	579.6
4950	YOL	DNYO	9.25755	12.4304	115.37
4951	BNI	DNBE	6.31698	5.5995	117.68
4952	GMO	DNGO	10.2983	10.8964	163.57
4953	CBQ	DNCA	4.97602	8.3472	46.78
4954	KAD	DNKA	10.696	7.32011	265.39
4955	ENU	DNEN	6.47427	7.56196	121.21
4956	ABV	DNAA	9.00679	7.26317	210.63
4957	PHC	DNPO	5.01549	6.94959	64.66
4958	ABB	DNAS	6.20417	6.66528	124.43
4959	MXJ	DNMN	9.65217	6.46226	271.61
4960	MIU	DNMA	11.8553	13.0809	134.79
4961	ILR	DNIL	8.44021	4.49392	353.25
4962	PHG		4.84611	7.02139	67.43
4963	QOW	DNIM	5.42706	7.20603	135.14
4964	KAN	DNKN	12.0476	8.52462	408.4
4965	MDI	DNMK	7.70388	8.61394	170.64
4966	JOS	DNJO	9.63983	8.86905	191.61
4967	IBA	DNIB	7.36246	3.97833	219.03
4968	BZA	MNBZ	14.0315	-84.6243	1.91
4969	NCR	MNSC	11.1334	-84.77	3.36
4970	BEF	MNBL	11.991	-83.7741	4.52
4971	WSP	MNWP	14.7392	-83.9694	4.37
4972	PUZ	MNPC	14.0472	-83.3867	6.3
4973	ECI	MNCE	11.4275	-86.0334	2.41
4974	NVG	MNNG	11.6667	-84.45	3.0
4975	RNI	MNCI	12.1629	-83.0638	4.53
4976	SIU	MNSI	13.7272	-84.7778	1.88
4977	RFS	MNRT	13.8897	-84.4089	2.32
4978	MGA	MNMG	12.1415	-86.1682	3.01
4979	LEY	EHLE	52.4603	5.52722	1.48
4980	EIN	EHEH	51.4501	5.37453	0.87
4981	WOE	EHWO	51.4491	4.34203	1.26
4982	UDE	EHVK	51.6564	5.70861	0.95
4983	UTC	EHSB	52.1273	5.27619	1.4
4984	GRQ	EHGG	53.1197	6.57944	1.91
4985	LWR	EHLW	53.2286	5.76056	2.62
4986	RTM	EHRD	51.9569	4.43722	1.43
4987	AMS	EHAM	52.3086	4.76389	2.4
4988	MST	EHBK	50.9117	5.77014	2.08
4989	GLZ	EHGR	51.5674	4.93183	1.07
4990	DHR	EHKD	52.9234	4.78062	2.22
4991	ENS	EHTW	52.2758	6.88917	1.21
4992	HAU	ENHD	59.3453	5.20836	0.88
4993	HVG	ENHV	71.0097	25.9836	0.54
4994	MOL	ENML	62.7447	7.2625	0.71
4995	RRS	ENRO	62.5784	11.3423	0.65
4996	RYG	ENRY	59.3788	10.7854	12.86
4997	FDE	ENBL	61.3911	5.75694	0.66
4998	MQN	ENRA	66.3639	14.3014	1.14
4999	VDS	ENVD	70.0653	29.8447	0.55
5000	TRF	ENTO	59.1867	10.2586	1.73
5001	SKE	ENSN	59.185	9.56694	0.7
5002	TRD	ENVA	63.4578	10.924	0.84
5003	KSU	ENKB	63.1118	7.82452	0.66
5004	SVJ	ENSH	68.2433	14.6692	0.61
5005	AES	ENAL	62.5625	6.1197	0.54
5006	TOS	ENTC	69.6833	18.9189	0.59
5007	OSY	ENNM	64.4722	11.5786	0.58
5008	SVG	ENZV	58.8767	5.63778	0.74
5009	GLL	ENKL	60.7911	9.04867	0.59
5010	OLA	ENOL	63.6989	9.604	1.44
5011	NTB	ENNO	59.5657	9.21222	0.67
5012	KKN	ENKR	69.7258	29.8913	0.54
5013	RET	ENRS	67.5278	12.1033	0.52
5014	FRO	ENFL	61.5836	5.02472	0.62
5015	NVK	ENNK	68.4369	17.3867	0.58
5016	HFT	ENHF	70.6797	23.6686	0.52
5017	SOG	ENSG	61.1561	7.13778	0.69
5018	HAA	ENHK	70.4867	22.1397	0.59
5019	RVK	ENRM	64.8383	11.1461	0.57
5020	OSL	ENGM	60.1939	11.1004	1.72
5021	ALF	ENAT	69.9761	23.3717	0.56
5022	BDU	ENDU	69.0558	18.5404	0.61
5023	SSJ	ENST	65.9568	12.4689	0.53
5024	ANX	ENAN	69.2925	16.1442	0.82
5025	SKN	ENSK	68.5788	15.0334	0.62
5026	HMR	ENHA	60.8181	11.068	0.67
5027	BGO	ENBR	60.2934	5.21814	1.92
5028	SOJ	ENSR	69.7868	20.9594	0.54
5029	KRS	ENCN	58.2042	8.08537	0.57
5030	BJF	ENBS	70.6005	29.6914	0.56
5031	BNN	ENBN	65.4611	12.2175	0.56
5032	BOO	ENBO	67.2692	14.3653	0.51
5033	SRP	ENSO	59.7919	5.34085	0.93
5034	MEH	ENMH	71.0297	27.8267	0.52
5035	BVG	ENBV	70.8714	29.0342	0.58
5036	MJF	ENMS	65.784	13.2149	0.58
5037	HOV	ENOV	62.18	6.0741	0.64
5038	LKN	ENLK	68.1525	13.6094	0.61
5039	SDN	ENSD	61.83	6.10583	0.65
5040	LKL	ENNA	70.0688	24.9735	0.52
5041	VAW	ENSS	70.3554	31.0449	0.54
5042	EVE	ENEV	68.4913	16.6781	0.62
5043	VDB	ENFG	61.0156	9.28806	0.56
5044	SIH	VNDT	29.2631	80.936	44.46
5045	SYH	VNSB	27.8112	86.7123	3.78
5046	SIF	VNSI	27.1595	84.9801	157.61
5047	JKR	VNJP	26.7088	85.9224	236.28
5048	KTM	VNKT	27.6966	85.3591	287.56
5049	JIR	VNJI	27.6263	86.2306	64.38
5050	BGL	VNBL	28.2128	83.6663	52.47
5051	KEP	VNNG	28.1036	81.667	222.1
5052	BIT	VNBT	29.4653	80.5492	61.92
5053	RHP	VNRC	27.394	86.0614	93.2
5054	BJH	VNBG	29.539	81.1854	22.11
5055	RUK	VNRK	28.627	82.195	37.8
5056	PPL	VNPL	27.5178	86.5845	46.19
5057	PKR	VNPK	28.2009	83.9821	73.93
5058	SKH	VNSK	28.586	81.636	86.15
5059	RJB	VNRB	26.5101	86.7339	339.09
5060	GKH	VNGK	28.0385	84.4664	58.81
5061	BJU	VNBR	29.502	81.669	14.04
5062	BDP	VNCG	26.5708	88.0796	231.3
5063	IMK	VNST	29.9711	81.8189	6.02
5064	DHI	VNDH	28.7533	80.5819	215.39
5065	LUA	VNLK	27.6869	86.7297	17.17
5066	LDN	VNLD	27.2531	86.67	83.56
5067	TMI	VNTR	27.315	87.1933	85.1
5068	DNP	VNDG	28.1111	82.2942	82.55
5069	JMO	VNJS	28.7804	83.723	6.01
5070	DAP	VNDL	29.6692	80.5484	33.96
5071	BWA	VNBW	27.5057	83.4163	195.45
5072	BHP	VNBJ	27.1474	87.0508	130.32
5073	LTG	VNLT	28.2	85.583	10.94
5074	TPU	VNTP	28.5219	81.123	137.34
5075	BHR	VNBP	27.6781	84.4294	133.41
5076	XMG	VNMN	28.9632	80.1479	124.08
5077	DOP	VNDP	28.9857	82.8191	3.17
5078	RPA	VNRP	28.2673	82.7565	80.49
5079	MEY	VNMG	27.5774	84.2288	174.47
5080	FEB	VNSR	29.2366	81.2153	42.71
5081	TPJ	VNTJ	27.3509	87.6953	44.85
5082	NGX	VNMA	28.6414	84.0892	5.78
5083	BIR	VNVT	26.4815	87.264	335.11
5084	JUM	VNJL	29.2742	82.1933	20.51
5085	RUM	VNRT	27.3035	86.5504	105.67
5086	INU	ANYN	-0.547458	166.919	1.4
5087	IUE	NIUE	-19.079	-169.926	19.42
5088	CHC	NZCH	-43.4894	172.532	2.3
5089	HKK	NZHK	-42.7136	170.985	4.05
5090	OHA	NZOH	-40.206	175.388	4.96
5091	GBZ	NZGB	-36.2414	175.472	6.11
5092	ALR	NZLX	-45.2117	169.373	0.55
5093	TKZ	NZTO	-38.2367	175.892	3.39
5094	KTF	NZTK	-40.8133	172.775	2.0
5095	RAG	NZRA	-37.8047	174.86	7.82
5096	MTA	NZMA	-37.7344	175.742	4.57
5097	KKO	NZKO	-35.4511	173.817	4.14
5098	DGR	NZDA	-35.9397	173.894	4.45
5099	PCN	NZPN	-41.3461	173.956	4.91
5100	PMR	NZPM	-40.3206	175.617	5.06
5101	CMV	NZCX	-36.7917	175.509	8.66
5102	ASG	NZAS	-43.9033	171.797	1.62
5103	TUO	NZAP	-38.7397	176.084	2.34
5104	WKA	NZWF	-44.7222	169.246	0.6
5105	WSZ	NZWS	-41.7381	171.581	4.55
5106	TWZ	NZUK	-44.235	170.118	0.54
5107	CHT	NZCI	-43.81	-176.457	4.68
5108	GMN	NZGM	-42.4617	171.19	4.75
5109	AKL	NZAA	-37.0081	174.792	8.66
5110	PPQ	NZPP	-40.9047	174.989	7.07
5111	NSN	NZNS	-41.2983	173.221	4.49
5112	THH		-38.1811	174.708	6.3
5113	OAM	NZOU	-44.97	171.082	0.54
5114	KKE	NZKK	-35.2628	173.912	4.09
5115	WIR	NZWO	-39.0069	177.407	3.03
5116	BHE	NZWB	-41.5183	173.87	4.6
5117	WAG	NZWU	-39.9622	175.025	3.37
5118	TMZ	NZTH	-37.1567	175.55	7.93
5119	WIK	NZKE	-36.8089	175.086	9.28
5120	MZP	NZMK	-41.1233	172.989	1.82
5121	TRG	NZTG	-37.6719	176.196	3.78
5122	WHO		-43.3631	170.134	3.21
5123	WRE	NZWR	-35.7683	174.365	4.03
5124	GIS	NZGS	-38.6633	177.978	4.01
5125	WTZ	NZWT	-36.8317	175.679	7.82
5126	KAT	NZKT	-35.07	173.285	5.95
5127	MON	NZMC	-43.765	170.133	1.11
5128	TIU	NZTU	-44.3028	171.225	0.63
5129	ZQN	NZQN	-45.0211	168.739	0.54
5130	DUD	NZDN	-45.9281	170.198	0.57
5131	MFN	NZMF	-44.6733	167.923	1.24
5132	WHK	NZWK	-37.9206	176.914	4.29
5133	KBZ	NZKI	-42.425	173.605	1.87
5134	HLZ	NZHN	-37.8667	175.332	5.32
5135	SZS	NZRC	-46.8997	168.101	1.0
5136	NPE	NZNR	-39.4658	176.87	1.07
5137	WLG	NZWN	-41.3272	174.805	6.67
5138	ROT	NZRO	-38.1092	176.317	3.89
5139	MRO	NZMS	-40.9733	175.634	2.37
5140	NPL	NZNP	-39.0086	174.179	3.56
5141	IVC	NZNV	-46.4124	168.313	0.51
5142	GTN	NZGT	-43.9067	170.128	0.65
5143	TEU	NZMO	-45.5331	167.65	0.52
5144	AMZ	NZAR	-37.0297	174.973	9.18
5145	RNM	OOGB	21.383	57.05	99.94
5146	BYB		25.6142	56.2444	37.19
5147	UKH		19.3864	56.4014	59.56
5148	OHS	OOSH	24.386	56.6254	40.14
5149	NMN	AYNO	-6.32183	145.071	5.48
5150	KMN	FZSB	-8.64202	25.2529	0.63
5151	MNH	OORQ	23.6406	57.4875	49.14
5152	AOM		22.4919	57.3839	105.06
5153	OMM	OOMX	18.136	55.1821	71.34
5154	LKW	OOLK	22.805	55.3734	153.18
5155	JNJ		19.4749	57.3083	53.01
5156	KHS	OOKB	26.171	56.2406	26.87
5157	BJQ		19.8731	56.0678	91.08
5158	DQM		19.5019	57.6342	64.54
5159	MCT	OOMS	23.5933	58.2844	79.38
5160	TTH	OOTH	17.666	54.0246	83.36
5161	FAU	OOFD	22.3548	56.4841	123.48
5162	RMB	OOBR	24.2411	55.7847	109.59
5163	MSH	OOMA	20.6754	58.8905	73.69
5164	SUH	OOSR	22.533	59.483	71.59
5165	SLL	OOSA	17.0387	54.0913	63.78
5166	LRM	MDLR	18.4507	-68.9118	3.74
5167	TJC		9.4185	-78.4896	6.6
5168	CTE		9.31347	-79.1016	5.77
5169	CTD	MPCE	7.98784	-80.4097	10.6
5170	ONX	MPEJ	9.35664	-79.8674	6.35
5171	RIH	MPSM	8.37588	-80.1279	6.83
5172	PYC		9.30518	-78.2359	5.66
5173	BOC	MPBO	9.34085	-82.2508	1.19
5174	BLB	MPHO	8.91479	-79.5996	5.75
5175	SYP	MPSA	8.0856	-80.9453	5.18
5176	OGM		9.1383	-77.9339	4.41
5177	NBL	MPWN	9.4496	-78.9795	7.61
5178	PYV		8.1528	-77.687	3.19
5179	BFQ		7.583	-78.2	2.54
5180	PDM		7.55688	-80.0233	8.19
5181	CZJ		9.4446	-78.5888	6.6
5182	GHE		8.0644	-78.3673	3.01
5183	ACU		8.43166	-77.9652	4.37
5184	OTD		8.62876	-79.0347	4.78
5185	CHX	MPCH	9.45896	-82.5151	1.29
5186	PAC	MPMG	8.97334	-79.5556	5.75
5187	JQE	MPJE	7.51778	-78.1572	1.56
5188	AIL		9.2226	-78.0236	5.0
5189	PTY	MPTO	9.07136	-79.3835	4.43
5190	UTU		9.1283	-77.9337	4.41
5191	AML		8.26806	-82.8649	1.09
5192	PUE	MPOA	8.667	-77.418	1.74
5193	NMG		8.4566	-78.9339	4.91
5194	NGN		9.06667	-78.0167	4.44
5195	TUW		9.52	-79.03	7.76
5196	DAV	MPDA	8.391	-82.435	1.69
5197	SIC		8.2622	-79.078	5.97
5198	PLP	MPLP	8.40667	-78.1417	3.9
5199	ELE		8.1072	-77.7252	3.19
5200	MPP		8.9453	-77.7331	2.99
5201	PVE	MPVR	9.558	-78.947	7.61
5202	MPI		9.1851	-77.9841	4.41
5203	IVI		8.4693	-79.0016	5.31
